date,product_id,units_sold,sale_price,is_promo,lag_7,product_id_encoded
2023-03-07,PROD_011,106,45.56,1,69.0,10
2023-03-08,PROD_011,81,45.21,1,40.0,10
2023-03-09,PROD_011,32,51.28,0,58.0,10
2023-03-10,PROD_011,63,52.91,0,49.0,10
2023-03-11,PROD_011,20,50.92,0,80.0,10
2023-03-12,PROD_011,70,45.86,1,77.0,10
2023-03-13,PROD_011,38,47.69,1,70.0,10
2023-03-14,PROD_011,41,53.23,0,106.0,10
2023-03-15,PROD_011,40,50.36,0,81.0,10
2023-03-16,PROD_011,51,53.28,0,32.0,10
2023-03-17,PROD_011,24,49.04,0,63.0,10
2023-03-18,PROD_011,53,52.56,0,20.0,10
2023-03-19,PROD_011,90,51.18,0,70.0,10
2023-03-20,PROD_011,90,49.13,1,38.0,10
2023-03-21,PROD_011,56,46.55,1,41.0,10
2023-03-22,PROD_011,61,49.41,0,40.0,10
2023-03-23,PROD_011,63,51.03,0,51.0,10
2023-03-24,PROD_011,68,51.72,0,24.0,10
2023-03-25,PROD_011,65,50.45,0,53.0,10
2023-03-26,PROD_011,78,49.07,1,90.0,10
2023-03-27,PROD_011,79,49.4,1,90.0,10
2023-03-28,PROD_011,66,46.01,1,56.0,10
2023-03-29,PROD_011,83,51.24,0,61.0,10
2023-03-30,PROD_011,62,51.85,0,63.0,10
2023-03-31,PROD_011,80,42.14,1,68.0,10
2023-04-01,PROD_011,64,51.1,0,65.0,10
2023-04-02,PROD_011,78,43.74,1,78.0,10
2023-04-03,PROD_011,49,48.42,0,79.0,10
2023-04-04,PROD_011,45,41.82,1,66.0,10
2023-04-05,PROD_011,39,54.26,0,83.0,10
2023-04-06,PROD_011,67,50.94,0,62.0,10
2023-04-07,PROD_011,76,51.51,0,80.0,10
2023-04-08,PROD_011,69,50.44,0,64.0,10
2023-04-09,PROD_011,61,53.9,0,78.0,10
2023-04-10,PROD_011,73,44.49,1,49.0,10
2023-04-11,PROD_011,72,51.03,0,45.0,10
2023-04-12,PROD_011,85,49.07,1,39.0,10
2023-04-13,PROD_011,38,49.08,0,67.0,10
2023-04-14,PROD_011,51,45.61,1,76.0,10
2023-04-15,PROD_011,154,43.19,1,69.0,10
2023-04-16,PROD_011,44,50.12,0,61.0,10
2023-04-17,PROD_011,72,49.88,0,73.0,10
2023-04-18,PROD_011,47,50.93,0,72.0,10
2023-04-19,PROD_011,47,45.1,1,85.0,10
2023-04-20,PROD_011,88,51.1,0,38.0,10
2023-04-21,PROD_011,33,51.29,0,51.0,10
2023-04-22,PROD_011,88,47.4,1,154.0,10
2023-04-23,PROD_011,59,49.07,1,44.0,10
2023-04-24,PROD_011,57,52.21,0,72.0,10
2023-04-25,PROD_011,20,53.96,0,47.0,10
2023-04-26,PROD_011,61,53.15,0,47.0,10
2023-04-27,PROD_011,41,50.04,0,88.0,10
2023-04-28,PROD_011,71,51.82,0,33.0,10
2023-04-29,PROD_011,43,51.58,0,88.0,10
2023-04-30,PROD_011,122,45.8,1,59.0,10
2023-05-01,PROD_011,58,45.6,1,57.0,10
2023-05-02,PROD_011,46,52.91,0,20.0,10
2023-05-03,PROD_011,56,52.98,0,61.0,10
2023-05-04,PROD_011,18,49.9,0,41.0,10
2023-05-05,PROD_011,66,51.8,0,71.0,10
2023-05-06,PROD_011,67,49.21,1,43.0,10
2023-05-07,PROD_011,79,51.61,0,122.0,10
2023-05-08,PROD_011,51,49.74,0,58.0,10
2023-05-09,PROD_011,54,50.12,0,46.0,10
2023-05-10,PROD_011,26,44.77,1,56.0,10
2023-05-11,PROD_011,71,36.16,1,18.0,10
2023-05-12,PROD_011,79,51.14,0,66.0,10
2023-05-13,PROD_011,36,50.53,0,67.0,10
2023-05-14,PROD_011,46,45.0,1,79.0,10
2023-05-15,PROD_011,64,51.6,0,51.0,10
2023-05-16,PROD_011,25,51.34,0,54.0,10
2023-05-17,PROD_011,19,52.58,0,26.0,10
2023-05-18,PROD_011,63,52.68,0,71.0,10
2023-05-19,PROD_011,40,50.48,0,79.0,10
2023-05-20,PROD_011,29,53.58,0,36.0,10
2023-05-21,PROD_011,40,54.16,0,46.0,10
2023-05-22,PROD_011,27,43.2,1,64.0,10
2023-05-23,PROD_011,98,49.29,1,25.0,10
2023-05-24,PROD_011,82,47.1,1,19.0,10
2023-05-25,PROD_011,28,49.76,0,63.0,10
2023-05-26,PROD_011,53,51.98,0,40.0,10
2023-05-27,PROD_011,36,51.56,0,29.0,10
2023-05-28,PROD_011,48,50.38,0,40.0,10
2023-05-29,PROD_011,52,47.54,1,27.0,10
2023-05-30,PROD_011,76,48.02,1,98.0,10
2023-05-31,PROD_011,68,49.05,1,82.0,10
2023-06-01,PROD_011,28,52.53,0,28.0,10
2023-06-02,PROD_011,40,47.23,1,53.0,10
2023-06-03,PROD_011,41,52.64,0,36.0,10
2023-06-04,PROD_011,123,50.51,1,48.0,10
2023-06-05,PROD_011,69,44.1,1,52.0,10
2023-01-08,PROD_012,81,29.78,1,51.0,11
2023-01-09,PROD_012,17,29.68,1,45.0,11
2023-01-10,PROD_012,17,33.0,0,31.0,11
2023-01-11,PROD_012,72,31.71,1,51.0,11
2023-01-12,PROD_012,67,33.82,0,86.0,11
2023-01-13,PROD_012,42,31.25,1,36.0,11
2023-01-14,PROD_012,64,32.99,0,98.0,11
2023-01-15,PROD_012,90,32.6,1,81.0,11
2023-01-16,PROD_012,64,34.86,0,17.0,11
2023-01-17,PROD_012,39,34.77,0,17.0,11
2023-01-18,PROD_012,34,28.62,1,72.0,11
2023-01-19,PROD_012,43,28.73,1,67.0,11
2023-01-20,PROD_012,51,34.05,0,42.0,11
2023-01-21,PROD_012,52,35.03,0,64.0,11
2023-01-22,PROD_012,95,34.5,0,90.0,11
2023-01-23,PROD_012,15,35.27,0,64.0,11
2023-01-24,PROD_012,51,31.81,1,39.0,11
2023-01-25,PROD_012,68,33.25,0,34.0,11
2023-01-26,PROD_012,56,32.92,0,43.0,11
2023-01-27,PROD_012,55,33.82,0,51.0,11
2023-01-28,PROD_012,97,31.46,1,52.0,11
2023-01-29,PROD_012,81,34.75,0,95.0,11
2023-01-30,PROD_012,70,33.14,1,15.0,11
2023-01-31,PROD_012,73,29.68,1,51.0,11
2023-02-01,PROD_012,64,33.49,0,68.0,11
2023-02-02,PROD_012,31,33.46,0,56.0,11
2023-02-03,PROD_012,63,34.01,0,55.0,11
2023-02-04,PROD_012,44,34.17,0,97.0,11
2023-02-05,PROD_012,39,34.93,0,81.0,11
2023-02-06,PROD_012,55,31.94,1,70.0,11
2023-02-07,PROD_012,57,32.65,1,73.0,11
2023-02-08,PROD_012,74,33.16,1,64.0,11
2023-02-09,PROD_012,31,34.07,0,31.0,11
2023-02-10,PROD_012,61,32.56,0,63.0,11
2023-02-11,PROD_012,81,33.7,0,44.0,11
2023-02-12,PROD_012,69,31.34,1,39.0,11
2023-02-13,PROD_012,62,35.73,0,55.0,11
2023-02-14,PROD_012,63,30.07,1,57.0,11
2023-02-15,PROD_012,75,32.95,1,74.0,11
2023-02-16,PROD_012,62,32.03,1,31.0,11
2023-02-17,PROD_012,17,33.03,0,61.0,11
2023-02-18,PROD_012,78,32.67,1,81.0,11
2023-02-19,PROD_012,118,31.79,1,69.0,11
2023-02-20,PROD_012,26,34.84,0,62.0,11
2023-02-21,PROD_012,69,34.45,0,63.0,11
2023-02-22,PROD_012,76,30.83,1,75.0,11
2023-02-23,PROD_012,75,32.47,1,62.0,11
2023-02-24,PROD_012,89,32.11,1,17.0,11
2023-02-25,PROD_012,125,32.42,1,78.0,11
2023-02-26,PROD_012,87,33.0,1,118.0,11
2023-02-27,PROD_012,35,33.98,0,26.0,11
2023-02-28,PROD_012,49,30.14,1,69.0,11
2023-03-01,PROD_012,79,32.74,1,76.0,11
2023-03-02,PROD_012,63,31.6,1,75.0,11
2023-03-03,PROD_012,37,34.5,0,89.0,11
2023-03-04,PROD_012,86,34.06,0,125.0,11
2023-03-05,PROD_012,87,31.69,1,87.0,11
2023-03-06,PROD_012,56,33.47,0,35.0,11
2023-03-07,PROD_012,74,33.16,0,49.0,11
2023-03-08,PROD_012,92,34.72,0,79.0,11
2023-03-09,PROD_012,49,30.74,1,63.0,11
2023-03-10,PROD_012,43,33.31,0,37.0,11
2023-03-11,PROD_012,57,27.89,1,86.0,11
2023-03-12,PROD_012,95,34.42,0,87.0,11
2023-03-13,PROD_012,30,34.28,0,56.0,11
2023-03-14,PROD_012,129,30.23,1,74.0,11
2023-03-15,PROD_012,53,32.62,0,92.0,11
2023-03-16,PROD_012,53,34.09,0,49.0,11
2023-03-17,PROD_012,40,34.7,0,43.0,11
2023-03-18,PROD_012,38,32.41,0,57.0,11
2023-03-19,PROD_012,69,34.29,0,95.0,11
2023-03-20,PROD_012,72,31.58,1,30.0,11
2023-03-21,PROD_012,52,34.15,0,129.0,11
2023-03-22,PROD_012,60,30.71,1,53.0,11
2023-03-23,PROD_012,75,29.92,1,53.0,11
2023-03-24,PROD_012,88,32.93,1,40.0,11
2023-03-25,PROD_012,102,34.48,0,38.0,11
2023-03-26,PROD_012,62,35.61,0,69.0,11
2023-03-27,PROD_012,73,33.49,0,72.0,11
2023-03-28,PROD_012,52,32.77,0,52.0,11
2023-03-29,PROD_012,80,34.04,0,60.0,11
2023-03-30,PROD_012,62,32.65,0,75.0,11
2023-03-31,PROD_012,35,28.14,1,88.0,11
2023-04-01,PROD_012,24,33.22,0,102.0,11
2023-04-02,PROD_012,106,34.51,0,62.0,11
2023-04-03,PROD_012,43,33.46,0,73.0,11
2023-04-04,PROD_012,68,30.97,1,52.0,11
2023-04-05,PROD_012,36,36.3,0,80.0,11
2023-04-06,PROD_012,51,35.51,0,62.0,11
2023-04-07,PROD_012,90,32.32,1,35.0,11
2023-04-08,PROD_012,70,34.84,0,24.0,11
2023-04-09,PROD_012,82,34.06,0,106.0,11
2023-04-10,PROD_012,52,33.62,0,43.0,11
2023-04-11,PROD_012,65,30.13,1,68.0,11
2023-04-12,PROD_012,73,33.62,0,36.0,11
2023-04-13,PROD_012,33,34.8,0,51.0,11
2023-04-14,PROD_012,38,33.62,0,90.0,11
2023-04-15,PROD_012,77,34.02,0,70.0,11
2023-04-16,PROD_012,105,30.72,1,82.0,11
2023-04-17,PROD_012,63,31.71,1,52.0,11
2023-04-18,PROD_012,71,34.66,0,65.0,11
2023-04-19,PROD_012,77,30.61,1,73.0,11
2023-04-20,PROD_012,58,34.92,0,33.0,11
2023-04-21,PROD_012,50,33.28,0,38.0,11
2023-04-22,PROD_012,64,32.63,0,77.0,11
2023-04-23,PROD_012,74,24.48,1,105.0,11
2023-04-24,PROD_012,31,34.85,0,63.0,11
2023-04-25,PROD_012,41,34.8,0,71.0,11
2023-04-26,PROD_012,48,33.34,0,77.0,11
2023-04-27,PROD_012,48,34.86,0,58.0,11
2023-04-28,PROD_012,48,35.24,0,50.0,11
2023-04-29,PROD_012,81,29.84,1,64.0,11
2023-04-30,PROD_012,51,33.66,0,74.0,11
2023-05-01,PROD_012,50,34.16,0,31.0,11
2023-05-02,PROD_012,51,32.3,1,41.0,11
2023-05-03,PROD_012,46,31.72,1,48.0,11
2023-05-04,PROD_012,34,35.25,0,48.0,11
2023-05-05,PROD_012,59,30.23,1,48.0,11
2023-05-06,PROD_012,74,34.06,0,81.0,11
2023-05-07,PROD_012,122,32.3,1,51.0,11
2023-05-08,PROD_012,71,34.15,0,50.0,11
2023-05-09,PROD_012,39,33.89,0,51.0,11
2023-05-10,PROD_012,49,34.34,0,46.0,11
2023-05-11,PROD_012,71,31.84,1,34.0,11
2023-05-12,PROD_012,44,33.47,0,59.0,11
2023-05-13,PROD_012,40,33.39,0,74.0,11
2023-05-14,PROD_012,57,28.66,1,122.0,11
2023-05-15,PROD_012,49,35.06,0,71.0,11
2023-05-16,PROD_012,23,33.94,0,39.0,11
2023-05-17,PROD_012,77,31.74,1,49.0,11
2023-05-18,PROD_012,19,33.54,0,71.0,11
2023-05-19,PROD_012,82,33.43,0,44.0,11
2023-05-20,PROD_012,52,34.34,0,40.0,11
2023-05-21,PROD_012,96,33.17,1,57.0,11
2023-05-22,PROD_012,41,33.81,0,49.0,11
2023-05-23,PROD_012,59,32.32,1,23.0,11
2023-05-24,PROD_012,52,35.24,0,77.0,11
2023-05-25,PROD_012,48,33.0,0,19.0,11
2023-05-26,PROD_012,33,33.86,0,82.0,11
2023-05-27,PROD_012,59,35.44,0,52.0,11
2023-05-28,PROD_012,130,32.32,1,96.0,11
2023-05-29,PROD_012,21,35.56,0,41.0,11
2023-05-30,PROD_012,80,32.05,1,59.0,11
2023-05-31,PROD_012,84,31.54,1,52.0,11
2023-06-01,PROD_012,43,34.94,0,48.0,11
2023-06-02,PROD_012,28,33.34,0,33.0,11
2023-06-03,PROD_012,68,32.21,1,59.0,11
2023-06-04,PROD_012,90,32.45,1,130.0,11
2023-06-05,PROD_012,38,30.76,1,21.0,11
2023-01-08,PROD_013,58,94.22,1,120.0,12
2023-01-09,PROD_013,62,110.0,0,75.0,12
2023-01-10,PROD_013,82,104.28,1,37.0,12
2023-01-11,PROD_013,79,108.54,1,83.0,12
2023-01-12,PROD_013,24,109.98,0,50.0,12
2023-01-13,PROD_013,23,113.95,0,47.0,12
2023-01-14,PROD_013,56,98.93,1,121.0,12
2023-01-15,PROD_013,98,102.38,1,58.0,12
2023-01-16,PROD_013,86,106.36,0,62.0,12
2023-01-17,PROD_013,118,103.3,1,82.0,12
2023-01-18,PROD_013,66,113.03,0,79.0,12
2023-01-19,PROD_013,23,106.48,0,24.0,12
2023-01-20,PROD_013,31,113.68,0,23.0,12
2023-01-21,PROD_013,117,114.13,0,56.0,12
2023-01-22,PROD_013,85,110.46,0,98.0,12
2023-01-23,PROD_013,59,115.46,0,86.0,12
2023-01-24,PROD_013,83,108.16,0,118.0,12
2023-01-25,PROD_013,56,101.87,1,66.0,12
2023-01-26,PROD_013,50,115.06,0,23.0,12
2023-01-27,PROD_013,65,113.43,0,31.0,12
2023-01-28,PROD_013,131,108.36,1,117.0,12
2023-01-29,PROD_013,84,115.06,0,85.0,12
2023-01-30,PROD_013,28,97.65,1,59.0,12
2023-01-31,PROD_013,64,111.7,0,83.0,12
2023-02-01,PROD_013,33,110.9,0,56.0,12
2023-02-02,PROD_013,41,99.5,1,50.0,12
2023-02-03,PROD_013,61,101.82,1,65.0,12
2023-02-04,PROD_013,110,110.32,0,131.0,12
2023-02-05,PROD_013,90,109.04,0,84.0,12
2023-02-06,PROD_013,77,102.55,1,28.0,12
2023-02-07,PROD_013,59,99.11,1,64.0,12
2023-02-08,PROD_013,38,107.88,0,33.0,12
2023-02-09,PROD_013,60,113.39,0,41.0,12
2023-02-10,PROD_013,83,103.18,1,61.0,12
2023-02-11,PROD_013,115,110.51,0,110.0,12
2023-02-12,PROD_013,120,109.67,0,90.0,12
2023-02-13,PROD_013,43,112.44,0,77.0,12
2023-02-14,PROD_013,72,116.14,0,59.0,12
2023-02-15,PROD_013,37,105.94,0,38.0,12
2023-02-16,PROD_013,27,109.58,0,60.0,12
2023-02-17,PROD_013,26,111.31,0,83.0,12
2023-02-18,PROD_013,161,108.33,1,115.0,12
2023-02-19,PROD_013,165,89.63,1,120.0,12
2023-02-20,PROD_013,38,112.48,0,43.0,12
2023-02-21,PROD_013,41,104.08,1,72.0,12
2023-02-22,PROD_013,57,112.67,0,37.0,12
2023-02-23,PROD_013,54,113.32,0,27.0,12
2023-02-24,PROD_013,105,105.66,1,26.0,12
2023-02-25,PROD_013,90,106.52,0,161.0,12
2023-02-26,PROD_013,48,114.37,0,165.0,12
2023-02-27,PROD_013,65,103.34,1,38.0,12
2023-02-28,PROD_013,65,109.49,0,41.0,12
2023-03-01,PROD_013,38,110.42,0,57.0,12
2023-03-02,PROD_013,117,104.73,1,54.0,12
2023-03-03,PROD_013,71,112.17,0,105.0,12
2023-03-04,PROD_013,131,115.28,0,90.0,12
2023-03-05,PROD_013,100,112.01,0,48.0,12
2023-03-06,PROD_013,33,112.95,0,65.0,12
2023-03-07,PROD_013,53,112.55,0,65.0,12
2023-03-08,PROD_013,46,114.15,0,38.0,12
2023-03-09,PROD_013,72,111.26,0,117.0,12
2023-03-10,PROD_013,46,110.66,0,71.0,12
2023-03-11,PROD_013,83,113.28,0,131.0,12
2023-03-12,PROD_013,172,100.55,1,100.0,12
2023-03-13,PROD_013,27,111.88,0,33.0,12
2023-03-14,PROD_013,110,95.2,1,53.0,12
2023-03-15,PROD_013,44,115.45,0,46.0,12
2023-03-16,PROD_013,58,112.29,0,72.0,12
2023-03-17,PROD_013,46,117.2,0,46.0,12
2023-03-18,PROD_013,64,102.53,1,83.0,12
2023-03-19,PROD_013,99,113.33,0,172.0,12
2023-03-20,PROD_013,37,110.38,0,27.0,12
2023-03-21,PROD_013,100,106.42,1,110.0,12
2023-03-22,PROD_013,84,111.47,0,44.0,12
2023-03-23,PROD_013,101,113.52,0,58.0,12
2023-03-24,PROD_013,64,112.94,0,46.0,12
2023-03-25,PROD_013,57,113.98,0,64.0,12
2023-03-26,PROD_013,40,117.69,0,99.0,12
2023-03-27,PROD_013,64,101.19,1,37.0,12
2023-03-28,PROD_013,63,107.03,1,100.0,12
2023-03-29,PROD_013,71,98.96,1,84.0,12
2023-03-30,PROD_013,61,108.35,0,101.0,12
2023-03-31,PROD_013,40,114.71,0,64.0,12
2023-04-01,PROD_013,112,112.87,0,57.0,12
2023-04-02,PROD_013,123,106.91,0,40.0,12
2023-04-03,PROD_013,39,114.36,0,64.0,12
2023-04-04,PROD_013,68,112.03,0,63.0,12
2023-04-05,PROD_013,69,111.78,0,71.0,12
2023-04-06,PROD_013,41,112.62,0,61.0,12
2023-04-07,PROD_013,22,104.44,0,40.0,12
2023-04-08,PROD_013,51,113.77,0,112.0,12
2023-04-09,PROD_013,50,112.81,0,123.0,12
2023-04-10,PROD_013,58,111.02,0,39.0,12
2023-04-11,PROD_013,51,117.11,0,68.0,12
2023-04-12,PROD_013,34,92.5,1,69.0,12
2023-04-13,PROD_013,113,108.09,1,41.0,12
2023-04-14,PROD_013,51,111.17,0,22.0,12
2023-04-15,PROD_013,62,97.49,1,51.0,12
2023-04-16,PROD_013,39,113.82,0,50.0,12
2023-04-17,PROD_013,84,106.75,1,58.0,12
2023-04-18,PROD_013,33,113.66,0,51.0,12
2023-04-19,PROD_013,95,106.86,0,34.0,12
2023-04-20,PROD_013,37,107.28,0,113.0,12
2023-04-21,PROD_013,47,109.97,0,51.0,12
2023-04-22,PROD_013,33,117.37,0,62.0,12
2023-04-23,PROD_013,77,100.81,1,39.0,12
2023-04-24,PROD_013,32,109.35,0,84.0,12
2023-04-25,PROD_013,105,109.14,1,33.0,12
2023-04-26,PROD_013,49,111.59,0,95.0,12
2023-04-27,PROD_013,77,111.77,0,37.0,12
2023-04-28,PROD_013,72,104.92,1,47.0,12
2023-04-29,PROD_013,135,106.34,1,33.0,12
2023-04-30,PROD_013,38,109.98,0,77.0,12
2023-05-01,PROD_013,68,111.87,0,32.0,12
2023-05-02,PROD_013,81,111.03,0,105.0,12
2023-05-03,PROD_013,89,105.36,1,49.0,12
2023-05-04,PROD_013,67,112.17,0,77.0,12
2023-05-05,PROD_013,43,106.9,0,72.0,12
2023-05-06,PROD_013,71,106.82,1,135.0,12
2023-05-07,PROD_013,102,107.3,1,38.0,12
2023-05-08,PROD_013,52,105.38,0,68.0,12
2023-05-09,PROD_013,34,112.44,0,81.0,12
2023-05-10,PROD_013,70,109.78,0,89.0,12
2023-05-11,PROD_013,37,109.27,0,67.0,12
2023-05-12,PROD_013,72,102.46,1,43.0,12
2023-05-13,PROD_013,111,109.26,1,71.0,12
2023-05-14,PROD_013,96,113.63,0,102.0,12
2023-05-15,PROD_013,68,104.38,1,52.0,12
2023-05-16,PROD_013,38,108.71,0,34.0,12
2023-05-17,PROD_013,66,112.52,0,70.0,12
2023-05-18,PROD_013,52,111.28,0,37.0,12
2023-05-19,PROD_013,73,105.8,0,72.0,12
2023-05-20,PROD_013,47,110.76,0,111.0,12
2023-05-21,PROD_013,103,109.4,0,96.0,12
2023-05-22,PROD_013,107,114.2,0,68.0,12
2023-05-23,PROD_013,47,104.53,1,38.0,12
2023-05-24,PROD_013,30,105.22,0,66.0,12
2023-05-25,PROD_013,39,118.72,0,52.0,12
2023-05-26,PROD_013,102,104.18,1,73.0,12
2023-05-27,PROD_013,52,102.21,1,47.0,12
2023-05-28,PROD_013,134,99.57,1,103.0,12
2023-05-29,PROD_013,55,112.13,0,107.0,12
2023-05-30,PROD_013,50,112.07,0,47.0,12
2023-05-31,PROD_013,96,114.01,0,30.0,12
2023-06-01,PROD_013,56,105.89,0,39.0,12
2023-06-02,PROD_013,63,82.47,1,102.0,12
2023-06-03,PROD_013,28,107.28,0,52.0,12
2023-06-04,PROD_013,151,97.19,1,134.0,12
2023-06-05,PROD_013,25,115.52,0,55.0,12
2023-01-08,PROD_014,51,89.04,0,118.0,13
2023-01-09,PROD_014,87,85.97,0,42.0,13
2023-01-10,PROD_014,46,84.05,0,25.0,13
2023-01-11,PROD_014,130,78.34,1,38.0,13
2023-01-12,PROD_014,37,81.96,0,50.0,13
2023-01-13,PROD_014,70,83.2,0,67.0,13
2023-01-14,PROD_014,50,84.11,0,34.0,13
2023-01-15,PROD_014,86,82.03,1,51.0,13
2023-01-16,PROD_014,37,82.1,0,87.0,13
2023-01-17,PROD_014,26,86.56,0,46.0,13
2023-01-18,PROD_014,61,84.55,0,130.0,13
2023-01-19,PROD_014,69,86.89,0,37.0,13
2023-01-20,PROD_014,45,84.08,0,70.0,13
2023-01-21,PROD_014,76,89.61,0,50.0,13
2023-01-22,PROD_014,117,88.9,0,86.0,13
2023-01-23,PROD_014,36,86.58,0,37.0,13
2023-01-24,PROD_014,77,81.66,1,26.0,13
2023-01-25,PROD_014,51,85.58,0,61.0,13
2023-01-26,PROD_014,26,87.77,0,69.0,13
2023-01-27,PROD_014,53,87.38,0,45.0,13
2023-01-28,PROD_014,68,83.82,0,76.0,13
2023-01-29,PROD_014,95,88.81,0,117.0,13
2023-01-30,PROD_014,27,85.02,0,36.0,13
2023-01-31,PROD_014,114,85.06,1,77.0,13
2023-02-01,PROD_014,63,80.09,1,51.0,13
2023-02-02,PROD_014,78,86.1,0,26.0,13
2023-02-03,PROD_014,75,82.69,0,53.0,13
2023-02-04,PROD_014,56,75.33,1,68.0,13
2023-02-05,PROD_014,73,86.61,0,95.0,13
2023-02-06,PROD_014,75,86.71,0,27.0,13
2023-02-07,PROD_014,60,86.63,0,114.0,13
2023-02-08,PROD_014,30,87.23,0,63.0,13
2023-02-09,PROD_014,50,85.75,0,78.0,13
2023-02-10,PROD_014,36,80.21,1,75.0,13
2023-02-11,PROD_014,132,86.05,0,56.0,13
2023-02-12,PROD_014,131,84.8,1,73.0,13
2023-02-13,PROD_014,67,81.38,1,75.0,13
2023-02-14,PROD_014,72,79.84,1,60.0,13
2023-02-15,PROD_014,87,87.7,0,30.0,13
2023-02-16,PROD_014,29,86.14,0,50.0,13
2023-02-17,PROD_014,86,83.65,1,36.0,13
2023-02-18,PROD_014,96,81.73,1,132.0,13
2023-02-19,PROD_014,38,90.16,0,131.0,13
2023-02-20,PROD_014,23,89.15,0,67.0,13
2023-02-21,PROD_014,16,83.63,0,72.0,13
2023-02-22,PROD_014,81,86.89,0,87.0,13
2023-02-23,PROD_014,39,80.51,0,29.0,13
2023-02-24,PROD_014,49,91.25,0,86.0,13
2023-02-25,PROD_014,34,83.86,0,96.0,13
2023-02-26,PROD_014,142,76.49,1,38.0,13
2023-02-27,PROD_014,47,76.0,1,23.0,13
2023-02-28,PROD_014,69,87.36,0,16.0,13
2023-03-01,PROD_014,114,81.43,1,81.0,13
2023-03-02,PROD_014,84,76.73,1,39.0,13
2023-03-03,PROD_014,76,82.16,1,49.0,13
2023-03-04,PROD_014,26,88.69,0,34.0,13
2023-03-05,PROD_014,29,86.56,0,142.0,13
2023-03-06,PROD_014,34,87.98,0,47.0,13
2023-03-07,PROD_014,54,82.34,0,69.0,13
2023-03-08,PROD_014,95,85.78,1,114.0,13
2023-03-09,PROD_014,33,86.37,0,84.0,13
2023-03-10,PROD_014,47,85.85,0,76.0,13
2023-03-11,PROD_014,131,76.62,1,26.0,13
2023-03-12,PROD_014,80,78.91,1,29.0,13
2023-03-13,PROD_014,53,85.12,0,34.0,13
2023-03-14,PROD_014,87,85.09,0,54.0,13
2023-03-15,PROD_014,30,89.98,0,95.0,13
2023-03-16,PROD_014,51,85.32,0,33.0,13
2023-03-17,PROD_014,98,81.68,1,47.0,13
2023-03-18,PROD_014,111,87.72,0,131.0,13
2023-03-19,PROD_014,66,66.2,1,80.0,13
2023-03-20,PROD_014,32,72.81,1,53.0,13
2023-03-21,PROD_014,77,80.74,1,87.0,13
2023-03-22,PROD_014,81,79.42,1,30.0,13
2023-03-23,PROD_014,102,77.47,1,51.0,13
2023-03-24,PROD_014,65,89.49,0,98.0,13
2023-03-25,PROD_014,107,82.71,1,111.0,13
2023-03-26,PROD_014,50,87.26,0,66.0,13
2023-03-27,PROD_014,129,73.77,1,32.0,13
2023-03-28,PROD_014,98,81.5,1,77.0,13
2023-03-29,PROD_014,101,76.48,1,81.0,13
2023-03-30,PROD_014,68,83.21,0,102.0,13
2023-03-31,PROD_014,44,88.49,0,65.0,13
2023-04-01,PROD_014,76,76.5,1,107.0,13
2023-04-02,PROD_014,81,74.54,1,50.0,13
2023-04-03,PROD_014,42,88.18,0,129.0,13
2023-04-04,PROD_014,26,83.78,0,98.0,13
2023-04-05,PROD_014,86,80.4,1,101.0,13
2023-04-06,PROD_014,35,89.33,0,68.0,13
2023-04-07,PROD_014,67,88.02,0,44.0,13
2023-04-08,PROD_014,64,76.46,1,76.0,13
2023-04-09,PROD_014,82,82.92,1,81.0,13
2023-04-10,PROD_014,58,81.0,0,42.0,13
2023-04-11,PROD_014,88,79.9,1,26.0,13
2023-04-12,PROD_014,100,85.35,0,86.0,13
2023-04-13,PROD_014,41,88.05,0,35.0,13
2023-04-14,PROD_014,95,90.51,0,67.0,13
2023-04-15,PROD_014,61,83.53,0,64.0,13
2023-04-16,PROD_014,80,81.49,1,82.0,13
2023-04-17,PROD_014,42,86.66,0,58.0,13
2023-04-18,PROD_014,81,80.36,1,88.0,13
2023-04-19,PROD_014,55,86.39,0,100.0,13
2023-04-20,PROD_014,88,82.25,1,41.0,13
2023-04-21,PROD_014,76,79.03,1,95.0,13
2023-04-22,PROD_014,95,85.44,0,61.0,13
2023-04-23,PROD_014,82,83.34,0,80.0,13
2023-04-24,PROD_014,82,79.65,1,42.0,13
2023-04-25,PROD_014,73,81.78,1,81.0,13
2023-04-26,PROD_014,22,91.74,0,55.0,13
2023-04-27,PROD_014,65,78.6,1,88.0,13
2023-04-28,PROD_014,76,81.43,1,76.0,13
2023-04-29,PROD_014,92,85.16,0,95.0,13
2023-04-30,PROD_014,142,81.14,1,82.0,13
2023-05-01,PROD_014,44,84.98,0,82.0,13
2023-05-02,PROD_014,53,79.47,1,73.0,13
2023-05-03,PROD_014,50,87.12,0,22.0,13
2023-05-04,PROD_014,50,79.82,1,65.0,13
2023-05-05,PROD_014,99,83.44,1,76.0,13
2023-05-06,PROD_014,80,74.48,1,92.0,13
2023-05-07,PROD_014,107,83.76,1,142.0,13
2023-05-08,PROD_014,54,92.48,0,44.0,13
2023-05-09,PROD_014,38,84.9,0,53.0,13
2023-05-10,PROD_014,24,87.56,0,50.0,13
2023-05-11,PROD_014,68,86.98,0,50.0,13
2023-05-12,PROD_014,62,86.13,0,99.0,13
2023-05-13,PROD_014,42,87.46,0,80.0,13
2023-05-14,PROD_014,46,89.08,0,107.0,13
2023-05-15,PROD_014,37,83.34,0,54.0,13
